time,high,low,open,close,Lag1,Lag2,Lag3,Lag4,Lag5,Lag6,Lag7,Lag8,S_10,Corr,d_20,5EMA,10EMA,20EMA,mean,returns,volume
2020-04-25 20:00:00,7561.51,7549.37,7549.51,7553.67,7549.51,7537.06,7545.62,7555.82,7528.72,7586.07,7598.64,7558.61,7555.482000000001,0.42309569931103486,6763.6,7550.456116921727,7551.8788177208635,7546.571959925192,7555.4400000000005,0.05510291396395069,3795881.89
2020-04-25 21:00:00,7561.05,7509.56,7553.67,7530.81,7553.67,7549.51,7537.06,7545.62,7555.82,7528.72,7586.07,7598.64,7554.4529999999995,0.4618662043161529,6768.59,7543.907411281151,7548.048123589797,7545.070820884697,7535.305,-0.302634348601404,6843315.260000001
2020-04-25 22:00:00,7555.24,7526.52,7530.81,7540.79,7530.81,7553.67,7549.51,7537.06,7545.62,7555.82,7528.72,7586.07,7552.671,0.5237708040140165,6811.99,7542.868274187434,7546.728464755289,7544.663123657583,7540.88,0.13252226520121424,3264668.43
2020-04-25 23:00:00,7547.1,7517.73,7540.79,7546.92,7540.79,7530.81,7553.67,7549.51,7537.06,7545.62,7555.82,7528.72,7547.498999999999,0.4292034211835065,6781.64,7544.218849458289,7546.763289345236,7544.878064261623,7532.415,0.08129121749843331,6004696.8
2020-04-26 00:00:00,7573.01,7529.77,7546.92,7569.48,7546.92,7540.79,7530.81,7553.67,7549.51,7537.06,7545.62,7555.82,7545.839999999999,-0.49100268602418035,6884.23,7552.639232972193,7550.893600373375,7547.221105760516,7551.39,0.2989298945795038,7060420.720000001
2020-04-26 01:00:00,7584.95,7563.02,7569.48,7568.33,7569.48,7546.92,7540.79,7530.81,7553.67,7549.51,7537.06,7545.62,7549.8009999999995,-0.40619590622459184,6852.05,7557.869488648129,7554.063854850943,7549.231476640467,7573.985000000001,-0.015192589187099195,5356573.930000001
2020-04-26 02:00:00,7586.03,7559.03,7568.33,7571.55,7568.33,7569.48,7546.92,7540.79,7530.81,7553.67,7549.51,7537.06,7551.374000000001,-0.5639809025134495,6836.46,7562.429659098753,7557.243153968954,7551.357050293756,7572.53,0.042545713519366285,4034931.38
2020-04-26 03:00:00,7575.16,7560.68,7571.55,7573.69,7571.55,7568.33,7569.48,7546.92,7540.79,7530.81,7553.67,7549.51,7554.181,-0.46048222358422797,6853.68,7566.183106065836,7560.233489610963,7553.483997884827,7567.92,0.028263697657671387,3498177.1599999997
2020-04-26 04:00:00,7574.03,7549.52,7573.69,7563.51,7573.69,7571.55,7568.33,7569.48,7546.92,7540.79,7530.81,7553.67,7556.825999999999,-0.23861307182344257,6961.7,7565.292070710558,7560.829218772606,7554.438855229128,7561.775,-0.13441268390968447,4508343.06
2020-04-26 05:00:00,7563.57,7538.13,7563.51,7539.43,7563.51,7573.69,7571.55,7568.33,7569.48,7546.92,7540.79,7530.81,7555.818000000001,-0.28394461937110543,7004.82,7556.6713804737055,7556.93845172304,7553.009440445402,7550.85,-0.31837070354901265,5341938.71
2020-04-26 06:00:00,7555.8,7534.4,7539.43,7555.57,7539.43,7563.51,7573.69,7571.55,7568.33,7569.48,7546.92,7540.79,7556.008,-0.2695540713310233,7094.59,7556.304253649137,7556.689642318851,7553.253303260126,7545.1,0.21407453879138633,2595133.32
2020-04-26 07:00:00,7565.53,7544.43,7555.57,7552.91,7555.57,7539.43,7563.51,7573.69,7571.55,7568.33,7569.48,7546.92,7558.217999999999,-0.24330331057161136,7043.91,7555.17283576609,7556.0024346245145,7553.2206077115425,7554.98,-0.0352058150477046,2705685.5700000003
2020-04-26 08:00:00,7556.37,7538.37,7552.91,7553.95,7552.91,7555.57,7539.43,7563.51,7573.69,7571.55,7568.33,7569.48,7559.534,-0.32641008437092656,7054.69,7554.7652238440605,7555.629264692783,7553.290073643776,7547.37,0.013769527241817573,5778416.56
2020-04-26 09:00:00,7598.44,7553.84,7553.95,7588.12,7553.95,7552.91,7555.57,7539.43,7563.51,7573.69,7571.55,7568.33,7563.654,-0.015264060438166775,7119.35,7565.883482562706,7561.536671112278,7556.607209487226,7576.139999999999,0.4523461235512556,10044334.559999999
2020-04-26 10:00:00,7666.97,7578.96,7588.12,7652.24,7588.12,7553.95,7552.91,7555.57,7539.43,7563.51,7573.69,7571.55,7571.9299999999985,0.736136350168108,7096.11,7594.668988375138,7578.0281854555,7565.715094297967,7622.965,0.8450050868989932,20035867.26
2020-04-26 11:00:00,7681.36,7624.87,7652.24,7666.96,7652.24,7588.12,7553.95,7552.91,7555.57,7539.43,7563.51,7573.69,7581.793000000001,0.900696235630463,7109.67,7618.7659922500925,7594.197606281772,7575.35746626959,7653.115,0.1923619750556733,17415574.55
2020-04-26 12:00:00,7673.88,7638.03,7666.96,7652.12,7666.96,7652.24,7588.12,7553.95,7552.91,7555.57,7539.43,7563.51,7589.85,0.9085389722242806,7143.77,7629.883994833395,7604.728950594177,7582.668183767724,7655.955,-0.1935578117011194,9727732.200000001
2020-04-26 13:00:00,7704.64,7645.95,7652.12,7691.6,7652.12,7666.96,7652.24,7588.12,7553.95,7552.91,7555.57,7539.43,7601.6410000000005,0.9365520546263736,7114.7,7650.455996555596,7620.523686849781,7593.042642456514,7675.295,0.5159354531816082,21306447.13
2020-04-26 14:00:00,7705.3,7634.85,7691.6,7649.82,7691.6,7652.12,7666.96,7652.24,7588.12,7553.95,7552.91,7555.57,7610.272,0.8594657692199746,7115.32,7650.243997703731,7625.8502892407305,7598.450009841607,7670.075000000001,-0.5431899734775685,13970854.59
2020-04-26 15:00:00,7650.46,7497.88,7649.82,7552.64,7649.82,7691.6,7652.12,7666.96,7652.24,7588.12,7553.95,7552.91,7611.592999999999,0.49018652735458507,7155.21,7617.709331802488,7612.539327560598,7594.087151761455,7574.17,-1.270356688131216,38545339.3
2020-04-26 16:00:00,7591.09,7538.46,7552.64,7572.68,7552.64,7649.82,7691.6,7652.12,7666.96,7652.24,7588.12,7553.95,7613.304000000001,0.2431698673505802,7161.12,7602.699554534993,7605.292177095035,7592.048375403223,7564.775,0.265337683247182,8391477.05
2020-04-26 17:00:00,7592.82,7560.52,7572.68,7587.69,7572.68,7552.64,7649.82,7691.6,7652.12,7666.96,7652.24,7588.12,7616.782000000001,-0.00398091921621397,7223.1,7597.696369689995,7602.091781259574,7591.633292031488,7576.67,0.1982125218548692,7000832.88
2020-04-26 18:00:00,7634.66,7576.32,7587.69,7628.44,7587.69,7572.68,7552.64,7649.82,7691.6,7652.12,7666.96,7652.24,7624.231,-0.25708226436821985,7254.56,7607.944246459996,7606.882366485106,7595.138692790394,7605.49,0.5370540968331601,11719907.81
2020-04-26 19:00:00,7659.62,7615.33,7628.44,7655.64,7628.44,7587.69,7572.68,7552.64,7649.82,7691.6,7652.12,7666.96,7630.982999999998,-0.3772826517235055,7279.55,7623.842830973331,7615.747390760541,7600.900722048452,7637.475,0.3565604501051425,8588958.35
2020-04-26 20:00:00,7660.06,7634.51,7655.64,7649.95,7655.64,7628.44,7587.69,7572.68,7552.64,7649.82,7691.6,7652.12,7630.754000000001,-0.25431611498383055,7232.38,7632.545220648887,7621.966046985896,7605.572081853361,7647.285,-0.0743242890209115,7020759.9799999995
2020-04-26 21:00:00,7666.12,7625.64,7649.95,7634.78,7649.95,7655.64,7628.44,7587.69,7572.68,7552.64,7649.82,7691.6,7627.536,-0.07759975130174712,7300.53,7633.290147099258,7624.295856624824,7608.353788343517,7645.88,-0.19830194968594664,8562391.79
2020-04-26 22:00:00,7642.45,7590.17,7634.78,7620.01,7634.78,7649.95,7655.64,7628.44,7587.69,7572.68,7552.64,7649.82,7624.325,0.07445550942968931,7280.26,7628.863431399506,7623.516609965766,7609.463903739373,7616.3099999999995,-0.19345678591916896,11171092.39
2020-04-26 23:00:00,7702.37,7619.59,7620.01,7701.35,7620.01,7634.78,7649.95,7655.64,7628.44,7587.69,7572.68,7552.64,7625.3,0.6121699239401444,7347.22,7653.025620933004,7637.668135426536,7618.214960526099,7660.98,1.067452667384953,17443483.87
2020-04-27 00:00:00,7777.43,7701.35,7701.35,7748.4,7701.35,7620.01,7634.78,7649.95,7655.64,7628.44,7587.69,7572.68,7635.158,0.8724560356890266,7379.2,7684.817080622003,7657.80120171262,7630.613535714088,7739.39,0.6109318496107731,46974034.6
2020-04-27 01:00:00,7789.59,7664.36,7748.4,7701.99,7748.4,7701.35,7620.01,7634.78,7649.95,7655.64,7628.44,7587.69,7650.093000000001,0.7571775986689192,7352.97,7690.541387081335,7665.8355286739625,7637.41129421751,7726.975,-0.5989623664240341,43218153.370000005
2020-04-27 02:00:00,7741.45,7695.75,7701.99,7740.04,7701.99,7748.4,7701.35,7620.01,7634.78,7649.95,7655.64,7628.44,7666.829,0.7392170445155007,7319.13,7707.040924720891,7679.327250733242,7647.1854566729835,7718.6,0.4940281667465185,9344526.23
2020-04-27 03:00:00,7757.51,7729.22,7740.04,7739.61,7740.04,7701.99,7748.4,7701.35,7620.01,7634.78,7649.95,7655.64,7682.020999999999,0.7188400245475431,7332.7,7717.89728314726,7690.287750599925,7655.9877941326995,7743.365,-0.005555526844826268,10793652.39
2020-04-27 04:00:00,7743.54,7709.6,7739.61,7739.01,7739.61,7740.04,7701.99,7748.4,7701.35,7620.01,7634.78,7649.95,7693.0779999999995,0.7114107876657203,7257.9,7724.9348554315075,7699.146341399939,7663.894670881966,7726.57,-0.007752328605697888,9432024.35
2020-04-27 05:00:00,7753.94,7696.11,7739.01,7704.58,7739.01,7739.61,7740.04,7701.99,7748.4,7701.35,7620.01,7634.78,7697.971999999999,0.6120818775064503,7290.54,7718.149903621005,7700.134279327223,7667.769464131303,7725.025,-0.44488894574370996,11064423.690000001
2020-04-27 06:00:00,7721.01,7654.25,7704.58,7664.27,7704.58,7739.01,7739.61,7740.04,7701.99,7748.4,7701.35,7620.01,7699.4039999999995,0.3780446214856349,7315.69,7700.189935747338,7693.613501267727,7667.436181833084,7687.63,-0.5231952942275827,14404842.37
2020-04-27 07:00:00,7704.97,7641.36,7664.27,7704.49,7664.27,7704.58,7739.01,7739.61,7740.04,7701.99,7748.4,7701.35,7706.375,0.21462710134968938,7389.01,7701.623290498224,7695.591046491776,7670.965116896601,7673.165,0.5247727441752358,10722983.51
2020-04-27 08:00:00,7744.41,7690.0,7704.49,7710.49,7704.49,7664.27,7704.58,7739.01,7739.61,7740.04,7701.99,7748.4,7715.423,-0.26264425387594054,7369.33,7704.578860332149,7698.299947129635,7674.729391477878,7717.205,0.07787666672291092,16373641.440000001
2020-04-27 09:00:00,7737.23,7687.73,7710.49,7710.45,7710.49,7704.49,7664.27,7704.58,7739.01,7739.61,7740.04,7701.99,7716.3330000000005,-0.461490613658641,7382.64,7706.5359068881,7700.509047651519,7678.131354194271,7712.48,-0.0005187737744289095,11015594.809999999
2020-04-27 10:00:00,7719.9,7676.78,7710.45,7702.25,7710.45,7710.49,7704.49,7664.27,7704.58,7739.01,7739.61,7740.04,7711.718000000001,-0.2844560120726053,7438.02,7705.107271258734,7700.825584442152,7680.42836808053,7698.34,-0.10634917546965246,10201138.58
2020-04-27 11:00:00,7731.04,7693.78,7702.25,7722.94,7702.25,7710.45,7710.49,7704.49,7664.27,7704.58,7739.01,7739.61,7713.812999999999,-0.48423901698736915,7392.53,7711.051514172489,7704.846387270853,7684.477094930003,7712.41,0.26862280502450064,7628362.05
2020-04-27 12:00:00,7731.3,7685.62,7722.94,7702.41,7722.94,7702.25,7710.45,7710.49,7704.49,7664.27,7704.58,7739.01,7710.05,-0.3247760112871655,7347.74,7708.171009448325,7704.40340776706,7686.184990650956,7708.46,-0.2658314061743293,12148382.99
2020-04-27 13:00:00,7711.54,7641.44,7702.41,7701.2,7702.41,7722.94,7702.25,7710.45,7710.49,7704.49,7664.27,7704.58,7706.209,0.030314492410856052,7361.59,7705.847339632216,7703.82096999123,7687.614991541341,7676.49,-0.015709368885842696,28580347.419999998
2020-04-27 14:00:00,7701.9,7639.98,7701.2,7676.43,7701.2,7702.41,7722.94,7702.25,7710.45,7710.49,7704.49,7664.27,7699.950999999999,0.7156759401717245,7286.82,7696.04155975481,7698.840793629189,7686.54975425169,7670.94,-0.3216381862566811,22481491.060000002
2020-04-27 15:00:00,7701.71,7664.17,7676.43,7685.6,7676.43,7701.2,7702.41,7722.94,7702.25,7710.45,7710.49,7704.49,7698.053,0.8681702330719927,7332.95,7692.56103983654,7696.4333766057,7686.459301465814,7682.9400000000005,0.11945657030677115,13748806.959999999
2020-04-27 16:00:00,7695.52,7667.38,7685.6,7673.13,7685.6,7676.43,7701.2,7702.41,7722.94,7702.25,7710.45,7710.49,7698.939,0.8925783797480173,7377.03,7686.084026557693,7692.196399041027,7685.189844183356,7681.450000000001,-0.16225148329343517,13946839.45
2020-04-27 17:00:00,7677.06,7649.23,7673.13,7668.53,7673.13,7685.6,7676.43,7701.2,7702.41,7722.94,7702.25,7710.45,7695.342999999999,0.9327574945912612,7359.84,7680.232684371796,7687.893417397204,7683.6031923563705,7663.145,-0.059949459998727556,11639827.99
2020-04-27 18:00:00,7719.77,7668.08,7668.53,7717.5,7668.53,7673.13,7685.6,7676.43,7701.2,7702.41,7722.94,7702.25,7696.044,0.6379770089186196,7311.04,7692.655122914531,7693.276432415893,7686.831459751002,7693.925,0.6385839267760608,11139995.09
2020-04-27 19:00:00,7729.05,7701.99,7717.5,7712.36,7717.5,7668.53,7673.13,7685.6,7676.43,7701.2,7702.41,7722.94,7696.234999999999,0.45718637049464955,7294.19,7699.223415276353,7696.746171976641,7689.262749298525,7715.52,-0.06660187884678105,14567208.04
2020-04-27 20:00:00,7720.58,7694.16,7712.36,7706.66,7712.36,7717.5,7668.53,7673.13,7685.6,7676.43,7701.2,7702.41,7696.6759999999995,0.3953878867897531,7120.32,7701.702276850902,7698.548686162706,7690.919630317713,7707.37,-0.07390733835038585,8124035.38
2020-04-27 21:00:00,7770.23,7705.03,7706.66,7737.56,7706.66,7712.36,7717.5,7668.53,7673.13,7685.6,7676.43,7701.2,7698.138000000001,0.020931046081583974,7179.06,7713.654851233935,7705.641652314941,7695.361570287454,7737.629999999999,0.4009519039376403,14206385.6
2020-04-27 22:00:00,7782.34,7727.42,7737.56,7775.03,7737.56,7706.66,7712.36,7717.5,7668.53,7673.13,7685.6,7676.43,7705.4,0.40614313619242814,7174.87,7734.113234155957,7718.257715530406,7702.949039783887,7754.88,0.4842611882815686,10755650.43
2020-04-27 23:00:00,7790.33,7756.39,7775.03,7787.41,7775.03,7737.56,7706.66,7712.36,7717.5,7668.53,7673.13,7685.6,7714.021000000001,0.7620538766209829,7201.57,7751.878822770638,7730.830858161241,7710.992940756851,7773.360000000001,0.15922768143660038,11878302.809999999
2020-04-28 00:00:00,7791.85,7736.07,7787.41,7751.06,7787.41,7775.03,7737.56,7706.66,7712.36,7717.5,7668.53,7673.13,7721.4839999999995,0.6949404148140478,7163.47,7751.605881847092,7734.508883950106,7714.808851160959,7763.96,-0.46677907031990684,12784043.72
2020-04-28 01:00:00,7755.74,7696.68,7751.06,7703.89,7751.06,7787.41,7775.03,7737.56,7706.66,7712.36,7717.5,7668.53,7723.313,0.4396653858261139,7163.9,7735.700587898061,7728.941814140996,7713.768960574201,7726.21,-0.6085619257237084,15575518.469999999
2020-04-28 02:00:00,7713.92,7680.16,7703.89,7713.21,7703.89,7751.06,7787.41,7775.03,7737.56,7706.66,7712.36,7717.5,7727.321000000001,0.26438530066340943,7267.96,7728.2037252653745,7726.081484297179,7713.7157262338005,7697.04,0.12097784366079614,17048021.23
2020-04-28 03:00:00,7717.7,7690.25,7713.21,7711.33,7713.21,7703.89,7751.06,7787.41,7775.03,7737.56,7706.66,7712.36,7731.601000000001,-0.040208245708784236,7354.88,7722.579150176916,7723.399396243146,7713.4885142115345,7703.975,-0.02437376915707091,11253367.36
2020-04-28 04:00:00,7716.54,7671.26,7711.33,7693.26,7711.33,7713.21,7703.89,7751.06,7787.41,7775.03,7737.56,7706.66,7729.177000000001,-0.23925732590780255,7361.33,7712.806100117945,7717.91950601712,7711.56198904853,7693.9,-0.2343305240470802,17230556.93
2020-04-28 05:00:00,7706.97,7681.88,7693.26,7703.93,7693.26,7711.33,7713.21,7703.89,7751.06,7787.41,7775.03,7737.56,7728.334,-0.4139167731519668,7416.55,7709.84740007863,7715.3759594685525,7710.835132948671,7694.425,0.13869282982766828,11662858.84
2020-04-28 06:00:00,7730.44,7682.28,7703.93,7720.3,7703.93,7693.26,7711.33,7713.21,7703.89,7751.06,7787.41,7775.03,7729.697999999999,-0.6708004046624642,7316.81,7713.33160005242,7716.27123956518,7711.736548858322,7706.36,0.2124889504447716,14402485.6
2020-04-28 07:00:00,7720.3,7699.53,7720.3,7711.76,7720.3,7703.93,7693.26,7711.33,7713.21,7703.89,7751.06,7787.41,7727.118,-0.8615166235999248,7326.77,7712.80773336828,7715.451014189693,7711.738782300386,7709.915,-0.11061746305195347,6206378.53
2020-04-28 08:00:00,7712.49,7690.26,7711.76,7698.24,7711.76,7720.3,7703.93,7693.26,7711.33,7713.21,7703.89,7751.06,7719.439,-0.6746120094197889,7296.69,7707.95182224552,7712.321738882475,7710.453183986065,7701.375,-0.17531665923213943,6460254.649999999
2020-04-28 09:00:00,7753.83,7696.04,7698.24,7752.64,7698.24,7711.76,7720.3,7703.93,7693.26,7711.33,7713.21,7703.89,7715.9619999999995,-0.5327948899852405,7310.96,7722.847881497014,7719.652331812934,7714.470975987391,7724.9349999999995,0.7066550276426891,12999378.23
2020-04-28 10:00:00,7762.16,7728.11,7752.64,7752.84,7752.64,7698.24,7711.76,7720.3,7703.93,7693.26,7711.33,7713.21,7716.140000000001,-0.6499182202883099,7256.81,7732.845254331342,7725.686453301491,7718.125168750496,7745.135,0.002579766376354611,7949864.12
2020-04-28 11:00:00,7756.97,7739.17,7752.84,7741.52,7752.84,7752.64,7698.24,7711.76,7720.3,7703.93,7693.26,7711.33,7719.903,-0.7136923957962502,7299.16,7735.7368362208945,7728.565279973948,7720.353247917115,7748.07,-0.14601101015885415,8350155.51
2020-04-28 12:00:00,7770.19,7724.73,7741.52,7767.21,7741.52,7752.84,7752.64,7698.24,7711.76,7720.3,7703.93,7693.26,7725.303,-0.5502463524144943,7284.15,7746.22789081393,7735.591592705958,7724.815795734534,7747.459999999999,0.3318469757876954,14409915.51
2020-04-28 13:00:00,7770.47,7734.3,7767.21,7734.49,7767.21,7741.52,7752.84,7752.64,7698.24,7711.76,7720.3,7703.93,7727.619000000001,-0.48930428825010625,7219.62,7742.315260542619,7735.391303123055,7725.737148521722,7752.385,-0.4212580836619617,15910136.399999999
2020-04-28 14:00:00,7747.13,7691.06,7734.49,7691.18,7734.49,7767.21,7741.52,7752.84,7752.64,7698.24,7711.76,7720.3,7727.411,-0.4558107635693531,7270.15,7725.270173695079,7727.352884373409,7722.445991519652,7719.095,-0.5599593509074223,25381023.78
2020-04-28 15:00:00,7734.35,7675.29,7691.18,7723.99,7691.18,7734.49,7767.21,7741.52,7752.84,7752.64,7698.24,7711.76,7729.417000000001,-0.3963418333844161,7280.49,7724.843449130053,7726.741450850971,7722.593039946353,7704.82,0.4265925384661325,20070840.45
2020-04-28 16:00:00,7747.63,7714.36,7723.99,7734.04,7723.99,7691.18,7734.49,7767.21,7741.52,7752.84,7752.64,7698.24,7730.791,-0.3200850931154908,7328.82,7727.908966086702,7728.068459787159,7723.683226618128,7730.995,0.1301140990602031,11313896.49
2020-04-28 17:00:00,7749.04,7719.51,7734.04,7737.27,7734.04,7723.99,7691.18,7734.49,7767.21,7741.52,7752.84,7752.64,7733.342,-0.21477070054401318,7318.24,7731.029310724468,7729.741467098584,7724.9772050354495,7734.275,0.04176342506633626,10435561.629999999
2020-04-28 18:00:00,7749.62,7733.28,7737.27,7745.94,7737.27,7734.04,7723.99,7691.18,7734.49,7767.21,7741.52,7752.84,7738.112000000001,-0.2864088035426549,7326.37,7735.999540482979,7732.686654898842,7726.97366169874,7741.45,0.11205502716073192,9211125.85
2020-04-28 19:00:00,7754.14,7716.0,7745.94,7720.18,7745.94,7737.27,7734.04,7723.99,7691.18,7734.49,7767.21,7741.52,7734.866,-0.2615130025625994,7316.46,7730.726360321986,7730.412717644507,7726.32664629886,7735.07,-0.3325613159926272,12421366.469999999
2020-04-28 20:00:00,7743.1,7712.7,7720.18,7734.89,7720.18,7745.94,7737.27,7734.04,7723.99,7691.18,7734.49,7767.21,7733.070999999999,-0.07950074988882933,7323.89,7732.114240214658,7731.226768981869,7727.1422037942075,7727.9,0.19053959881764462,8274506.369999999
2020-04-28 21:00:00,7739.63,7717.68,7734.89,7737.75,7734.89,7720.18,7745.94,7737.27,7734.04,7723.99,7691.18,7734.49,7732.694,0.043297723970788037,7335.15,7733.992826809772,7732.412810985165,7728.1524700995205,7728.655000000001,0.0369753157446282,7077249.89
2020-04-28 22:00:00,7766.12,7730.13,7737.75,7759.4,7737.75,7734.89,7720.18,7745.94,7737.27,7734.04,7723.99,7691.18,7731.9130000000005,0.485432194217782,7366.56,7742.461884539848,7737.319572624227,7731.1284253281365,7748.125,0.27979709863978075,9132687.53
2020-04-28 23:00:00,7774.09,7750.7,7759.4,7760.32,7759.4,7737.75,7734.89,7720.18,7745.94,7737.27,7734.04,7723.99,7734.496000000001,0.5989277619611586,7367.37,7748.414589693231,7741.501468510731,7733.908575296887,7762.395,0.01185658684949961,11842540.729999999
2020-04-29 00:00:00,7773.96,7744.05,7760.32,7744.05,7760.32,7759.4,7737.75,7734.89,7720.18,7745.94,7737.27,7734.04,7739.783,0.2720288369531154,7355.78,7746.959726462154,7741.964837872416,7734.874425268613,7759.005,-0.2096563028328668,8511448.389999999
